[00:12:43] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/11131, l='world', x=-148.15, y=64.00, z=-96.89]
[10:53:38] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/79780, l='world', x=-132.75, y=64.26, z=-133.69]
[10:55:07] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/79932, l='world', x=-137.78, y=64.00, z=-103.48]
[10:55:07] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/79932, l='world', x=-137.78, y=64.00, z=-103.48]
[11:00:33] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/80355, l='world', x=-125.02, y=64.26, z=-129.01]
[11:00:33] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/80355, l='world', x=-125.02, y=64.26, z=-129.01]
[11:02:00] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/80550, l='world', x=-134.71, y=64.26, z=-126.65]
[11:02:00] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/80550, l='world', x=-134.71, y=64.26, z=-126.65]
[11:02:10] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/80593, l='world', x=-136.83, y=64.26, z=-126.39]
[11:02:10] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/80593, l='world', x=-136.83, y=64.26, z=-126.39]
[11:18:25] [Server thread/INFO]: Narawich lost connection: Disconnected
[11:18:25] [Server thread/INFO]: Narawich left the game
[11:33:30] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/83001, l='world', x=-133.75, y=64.26, z=-129.59]
[11:34:09] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/83188, l='world', x=-148.70, y=64.32, z=-110.54]
[11:34:09] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/83203, l='world', x=-150.33, y=64.32, z=-109.36]
[11:40:59] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/84134, l='world', x=-147.48, y=64.43, z=-135.50]
[11:41:58] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/84441, l='world', x=-143.61, y=64.32, z=-135.64]
[11:41:59] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/84454, l='world', x=-143.61, y=64.32, z=-135.64]
[11:42:00] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/84467, l='world', x=-143.61, y=64.32, z=-135.64]
[11:42:01] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/84480, l='world', x=-143.61, y=64.32, z=-135.64]
[11:42:01] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/84495, l='world', x=-143.61, y=64.32, z=-135.64]
[11:42:04] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/84503, l='world', x=-143.61, y=64.32, z=-135.64]
[11:42:04] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/84520, l='world', x=-143.61, y=64.32, z=-135.64]
[11:42:05] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/84533, l='world', x=-143.61, y=64.32, z=-135.64]
[11:42:08] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/84550, l='world', x=-143.43, y=64.88, z=-137.11]
[11:42:27] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/84632, l='world', x=-142.59, y=64.26, z=-136.70]
[11:53:33] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/85430, l='world', x=-148.31, y=64.88, z=-137.57]
[11:53:34] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/85433, l='world', x=-148.23, y=64.88, z=-137.51]
[11:53:34] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/85440, l='world', x=-148.23, y=64.88, z=-137.51]
[11:53:35] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/85443, l='world', x=-148.23, y=64.88, z=-137.51]
[11:53:35] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/85450, l='world', x=-148.23, y=64.88, z=-137.51]
[11:53:35] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/85453, l='world', x=-148.18, y=64.88, z=-137.64]
[11:53:36] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/85460, l='world', x=-148.05, y=64.88, z=-137.68]
[11:53:59] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/85548, l='world', x=-149.48, y=64.88, z=-137.88]
[11:54:10] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/85582, l='world', x=-148.41, y=64.88, z=-137.65]
[11:54:14] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/85594, l='world', x=-148.21, y=64.88, z=-138.38]
[11:54:35] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/85674, l='world', x=-154.41, y=65.26, z=-134.31]
[12:01:33] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/86487, l='world', x=-145.19, y=64.26, z=-117.73]
[12:02:51] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/86602, l='world', x=-123.46, y=64.26, z=-128.32]
[12:14:23] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/87356, l='world', x=-151.35, y=64.88, z=-136.93]
[12:33:56] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/88941, l='world', x=-149.02, y=64.26, z=-136.30]
[12:33:57] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/88958, l='world', x=-147.68, y=64.26, z=-135.53]
[12:33:57] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/88964, l='world', x=-149.02, y=64.26, z=-136.30]
[12:45:44] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2114ms or 42 ticks behind
[12:52:42] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2033ms or 40 ticks behind
[12:54:16] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/91164, l='world', x=-146.39, y=64.32, z=-132.32]
[13:07:52] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/92270, l='world', x=-148.56, y=64.00, z=-96.55]
[13:11:55] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/92404, l='world', x=-148.52, y=64.00, z=-103.11]
[13:42:29] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/94921, l='world', x=-140.22, y=64.26, z=-127.62]
[13:53:52] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/95572, l='world', x=-149.51, y=64.32, z=-135.22]
[13:53:53] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/95576, l='world', x=-149.36, y=64.26, z=-135.59]
[13:53:53] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/95579, l='world', x=-149.45, y=64.32, z=-134.79]
[13:53:54] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/95582, l='world', x=-149.45, y=64.32, z=-134.79]
[13:54:07] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/95682, l='world', x=-148.61, y=64.26, z=-136.09]
[14:00:53] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/96351, l='world', x=-125.57, y=64.26, z=-136.56]
[14:01:08] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/96379, l='world', x=-124.73, y=64.26, z=-134.35]
[14:01:17] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/96438, l='world', x=-126.41, y=64.26, z=-136.20]
[14:01:56] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/96593, l='world', x=-125.44, y=64.26, z=-132.01]
[14:02:07] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/96614, l='world', x=-128.32, y=64.26, z=-132.46]
[14:02:08] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/96617, l='world', x=-128.24, y=64.26, z=-132.24]
[14:02:08] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/96625, l='world', x=-125.30, y=64.13, z=-131.30]
[14:02:09] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/96633, l='world', x=-127.57, y=64.26, z=-131.99]
[14:21:53] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/98503, l='world', x=-125.40, y=64.26, z=-113.73]
[14:34:12] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/99215, l='world', x=-138.20, y=64.88, z=-137.58]
[15:01:35] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/101367, l='world', x=-137.26, y=64.26, z=-118.37]
[15:01:57] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/101475, l='world', x=-140.32, y=64.00, z=-117.25]
[15:13:31] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/102165, l='world', x=-146.18, y=64.88, z=-137.49]
[15:13:32] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/102179, l='world', x=-146.18, y=64.88, z=-137.49]
[15:13:32] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/102193, l='world', x=-146.11, y=64.88, z=-137.49]
[15:13:33] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/102206, l='world', x=-146.10, y=64.88, z=-137.49]
[16:02:37] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/106978, l='world', x=-141.69, y=64.26, z=-118.85]
[16:02:41] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/106987, l='world', x=-130.89, y=64.26, z=-136.26]
[16:13:21] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/107291, l='world', x=-132.48, y=64.26, z=-120.74]
[16:14:39] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/107468, l='world', x=-145.32, y=64.26, z=-117.53]
[16:22:07] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/108230, l='world', x=-138.24, y=64.32, z=-124.70]
[16:22:07] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/108236, l='world', x=-138.24, y=64.32, z=-124.70]
[16:39:19] [Server thread/INFO]: Aw14 lost connection: Disconnected
[16:39:19] [Server thread/INFO]: Aw14 left the game
[17:22:05] [Server thread/INFO]: Aw14[/192.168.137.149:53106] logged in with entity id 108983 at (-136.71792223382678, 66.0, -74.62624460676992)
[17:22:05] [Server thread/INFO]: Aw14 joined the game
[17:25:16] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/109461, l='world', x=-144.48, y=64.26, z=-136.37]
[17:25:18] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/109491, l='world', x=-144.48, y=64.26, z=-136.37]
[17:25:18] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/109494, l='world', x=-144.48, y=64.26, z=-136.37]
[17:25:26] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/109569, l='world', x=-148.62, y=64.32, z=-109.55]
[17:25:35] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/109573, l='world', x=-144.50, y=64.88, z=-138.29]
[17:26:07] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/109683, l='world', x=-144.69, y=64.32, z=-136.28]
[17:26:09] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/109689, l='world', x=-144.69, y=64.32, z=-136.28]
[17:33:33] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/110314, l='world', x=-150.11, y=64.32, z=-129.35]
[18:06:14] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/115897, l='world', x=-122.43, y=64.26, z=-110.51]
[18:06:34] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/116087, l='world', x=-146.28, y=64.32, z=-132.62]
[18:06:35] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/116101, l='world', x=-146.28, y=64.32, z=-132.62]
[18:06:36] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/116116, l='world', x=-146.28, y=64.32, z=-132.62]
[18:06:36] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/116121, l='world', x=-146.28, y=64.32, z=-132.62]
[18:06:36] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/116135, l='world', x=-146.28, y=64.32, z=-132.62]
[18:06:37] [Server thread/WARN]: Fetching packet for removed entity atx['Air'/116140, l='world', x=-146.28, y=64.32, z=-132.62]
[18:10:59] [Server thread/WARN]: Keeping entity minecraft:cod that already exists with UUID 08498f74-ccab-4bde-a00c-75d1b2779fec
[18:10:59] [Server thread/WARN]: Keeping entity minecraft:cod that already exists with UUID 29fe812f-7e5c-4dbe-aa85-19bcb49dcf6c
[18:15:06] [Server thread/WARN]: Aw14 moved too quickly! 6.867444682942505,-4.420772993152632,5.908252623722532
[18:15:06] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2498ms or 49 ticks behind
[18:27:19] [Server thread/WARN]: Aw14 moved too quickly! -5.435050287254171,4.032157942024433,7.50043143178965
[18:40:08] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2022ms or 40 ticks behind
[18:54:23] [Server thread/INFO]: <Aw14> 1600 -439
[18:55:10] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2121ms or 42 ticks behind
[18:55:54] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 7432ms or 148 ticks behind
[18:56:28] [Server thread/INFO]: Aw14 lost connection: Disconnected
[18:56:28] [Server thread/INFO]: Aw14 left the game
[19:39:40] [Server thread/INFO]: Aw14[/192.168.137.149:64402] logged in with entity id 129118 at (1658.6949894770814, 67.0, -497.6938425702436)
[19:39:40] [Server thread/INFO]: Aw14 joined the game
[19:40:20] [Server thread/WARN]: Aw14 moved too quickly! 8.152875744999392,1.0114397976661635,5.725213550272656
[19:40:20] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2410ms or 48 ticks behind
[19:40:38] [Server thread/WARN]: Aw14 moved too quickly! -4.57800143303416,-0.6100636920725719,-8.934597671607662
[19:41:51] [Server thread/WARN]: Aw14 moved too quickly! -7.239951916617201,-0.42639576344196684,-6.988292467331348
[19:45:22] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2008ms or 40 ticks behind
[19:48:32] [Server thread/INFO]: Aw14 lost connection: Disconnected
[19:48:32] [Server thread/INFO]: Aw14 left the game
[19:48:52] [Server thread/INFO]: Stopping the server
[19:48:52] [Server thread/INFO]: Stopping server
[19:48:52] [Server thread/INFO]: Saving players
[19:48:52] [Server thread/INFO]: Saving worlds
[19:48:52] [Server thread/INFO]: Saving chunks for level 'world'/minecraft:the_nether
[19:48:52] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[19:48:52] [Server thread/INFO]: Saving chunks for level 'world'/minecraft:overworld
[19:48:53] [Server thread/INFO]: ThreadedAnvilChunkStorage (world): All chunks are saved
[19:48:53] [Server thread/INFO]: Saving chunks for level 'world'/minecraft:the_end
[19:48:53] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
[19:48:53] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[19:48:53] [Server thread/INFO]: ThreadedAnvilChunkStorage (world): All chunks are saved
[19:48:53] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
